measurement_id,batch,gas_class,concentration,feat_1,feat_2,feat_3,feat_4,feat_5,feat_6,feat_7,feat_8,feat_9,feat_10,feat_11,feat_12,feat_13,feat_14,feat_15,feat_16,feat_17,feat_18,feat_19,feat_20,feat_21,feat_22,feat_23,feat_24,feat_25,feat_26,feat_27,feat_28,feat_29,feat_30,feat_31,feat_32,feat_33,feat_34,feat_35,feat_36,feat_37,feat_38,feat_39,feat_40,feat_41,feat_42,feat_43,feat_44,feat_45,feat_46,feat_47,feat_48,feat_49,feat_50,feat_51,feat_52,feat_53,feat_54,feat_55,feat_56,feat_57,feat_58,feat_59,feat_60,feat_61,feat_62,feat_63,feat_64,feat_65,feat_66,feat_67,feat_68,feat_69,feat_70,feat_71,feat_72,feat_73,feat_74,feat_75,feat_76,feat_77,feat_78,feat_79,feat_80,feat_81,feat_82,feat_83,feat_84,feat_85,feat_86,feat_87,feat_88,feat_89,feat_90,feat_91,feat_92,feat_93,feat_94,feat_95,feat_96,feat_97,feat_98,feat_99,feat_100,feat_101,feat_102,feat_103,feat_104,feat_105,feat_106,feat_107,feat_108,feat_109,feat_110,feat_111,feat_112,feat_113,feat_114,feat_115,feat_116,feat_117,feat_118,feat_119,feat_120,feat_121,feat_122,feat_123,feat_124,feat_125,feat_126,feat_127,feat_128
G_B09_0049,9,4,100,2117.9268,1.510685,0.525804,1.009245,4.435684,-0.407684,-0.870862,-4.049304,233.9885,1.067126,0.099006,0.472327,3.261347,-0.184145,-0.521158,-3.770848,12707.4932,3.808822,4.025318,7.22014,11.186986,-2.752119,-4.421494,-13.00312,12539.6787,3.699631,4.073972,7.84101,12.960271,-2.728348,-4.522822,-13.073596,3479.2129,2.401938,1.3975630000000001,3.885871,6.816302,-0.854888,-1.590072,-5.800269,3016.9605,2.223165,1.191012,3.1619,5.667917,-0.711357,-1.316578,-5.732902,16930.5142,4.100326,5.928985,12.067891,16.051134,-3.908118,-6.310861,-18.251096,17762.6504,4.094689,6.51429,14.347073,20.306345,-4.299219,-7.470864,-19.201093,30313.9443,3.798904,6.834874,9.387413,14.499764,-5.317355,-7.575545,-21.523031,19993.4551,3.257057,4.121989,5.521057,9.366464,-3.204192,-4.596499,-13.364232,14944.1679,4.032824,4.460608,7.565605,9.925707,-3.099454,-4.66429,-10.220732,12011.9004,3.83298,3.531015,5.874708,8.138061,-2.476667,-3.678888,-7.798823,4243.0818,2.42893,1.624868,4.6514,7.627789,-0.979497,-1.691495,-3.819604,4125.3389,2.366263,1.4892,3.700037,5.961291,-0.878572,-1.460006,-3.789499,20152.0674,4.383987,6.71842,12.993401,16.490607,-4.614941,-7.300357,-14.47058,17848.0664,4.246324,5.928275,10.829491,15.049011,-3.964645,-6.198864,-12.262382
G_B09_0051,9,4,100,3838.7857,1.80168,0.77008,1.302261,4.756858,-0.563592,-1.042698,-5.784091,661.5999,1.177347,0.185526,0.526776,3.271015,-0.241101,-0.589754,-4.224968,11627.7822,3.916307,3.646258,6.532307,10.448469,-2.531228,-4.004043,-11.402291,11476.5054,3.793309,3.68682,7.073072,10.66594,-2.508358,-4.052485,-11.632312,3276.5049,2.410014,1.30097,3.599072,6.136527,-0.803592,-1.555339,-5.04319,2887.4643,2.250433,1.113737,2.972774,6.419708,-0.681723,-1.36795,-5.781474,15639.46,4.22541,5.439696,11.060272,16.454958,-3.621148,-5.927992,-15.185296,16460.1944,4.217706,5.939891,12.912741,18.848776,-3.994154,-6.789077,-16.409597,31322.7744,3.8725,7.135119,9.764288,15.686631,-5.5241,-7.90291,-23.863879,20702.1367,3.323207,4.29717,5.800903,9.043582,-3.330786,-4.75853,-13.193418,13615.9678,4.13051,4.051801,6.770118,8.974773,-2.846098,-4.199656,-9.670649,10994.5132,3.950084,3.237124,5.371411,7.852355,-2.276669,-3.301263,-6.850731,4020.4719,2.468874,1.514727,4.299141,6.196649,-0.923253,-1.640924,-3.911994,3870.9316,2.384585,1.387635,3.450946,5.635056,-0.831216,-1.327567,-3.496348,18619.2979,4.512352,6.146399,11.767143,15.064835,-4.267461,-6.839477,-13.513529,16538.0424,4.387111,5.467212,10.025589,13.120017,-3.662696,-5.642295,-12.274958
G_B09_0274,9,4,100,20605.7871,1.858131,5.078561,7.931014,19.741576,-4.816091,-7.451384,-23.89263,12249.2442,1.44628,3.623508,6.283602,19.868073,-3.748435,-6.009492,-22.694181,5109.1015,2.063644,1.391384,2.334648,5.799656,-1.324818,-2.300046,-8.914923,5160.3443,2.020738,1.39957,2.389749,6.407905,-1.341261,-2.281199,-8.118067,1684.8066,1.59648,0.579662,1.363458,4.141808,-0.53208,-1.033816,-4.660201,1400.5935,1.589446,0.505096,1.205506,3.462434,-0.450369,-0.92449,-4.170191,6617.3462,2.109966,2.077687,3.791503,8.5832,-1.915749,-3.152462,-9.323294,6847.2797,2.107913,2.179887,4.118265,8.49478,-1.978738,-3.337044,-9.866023,19670.1504,1.888149,4.574246,6.785537,16.948749,-4.147602,-6.124339,-20.938059,15450.959,1.889961,3.377675,4.894628,11.477932,-3.131953,-4.589258,-16.256774,5841.3389,2.068071,1.497664,2.316835,4.692962,-1.435051,-2.09567,-4.892736,4543.311,2.021746,1.218226,1.973335,4.4943,-1.144535,-1.737278,-4.422337,1786.5242,1.651196,0.613268,1.435669,3.589274,-0.530263,-0.98016,-3.4137,1734.7146,1.627286,0.586488,1.341872,3.279663,-0.507456,-0.908724,-3.15964,7657.0254,2.160704,2.279508,3.889514,6.835175,-2.073592,-3.220358,-6.903562,6422.9849,2.114806,1.959368,3.477062,5.777086,-1.769044,-2.749057,-6.133173
G_B09_0275,9,4,100,21899.7402,1.908803,5.352664,8.30585,22.525765,-5.054585,-7.772289,-26.130717,12961.7773,1.471298,3.785981,6.393715,18.951377,-3.874498,-6.338903,-23.987573,5365.9379,2.11372,1.481853,2.44362,6.40822,-1.371713,-2.397142,-8.577414,5458.2133,2.079264,1.472461,2.582434,6.085728,-1.375553,-2.34755,-7.722309,1730.7461,1.6087,0.613972,1.509893,4.535059,-0.519247,-1.122393,-4.78677,1492.3203,1.635568,0.53162,1.251399,4.156901,-0.444983,-0.971176,-3.970215,6908.627,2.158421,2.188849,4.007446,7.771419,-1.932442,-3.291034,-10.016204,7156.4707,2.155867,2.283573,4.286263,8.946076,-2.008996,-3.592931,-9.955051,20831.1133,1.936859,4.86093,7.22273,18.042832,-4.34841,-6.369141,-23.342428,16368.6269,1.939976,3.601678,5.059705,11.554165,-3.271709,-4.773492,-16.046153,6148.5332,2.119052,1.585725,2.496194,5.330531,-1.480889,-2.200523,-5.074412,4800.5444,2.082736,1.288466,2.075434,4.719277,-1.169424,-1.753175,-4.658094,1852.894,1.672858,0.649428,1.518998,4.255086,-0.538065,-1.023631,-3.123425,1817.2188,1.658004,0.617774,1.410326,3.026255,-0.511052,-0.91328,-2.684431,8051.2378,2.214836,2.415916,4.201976,7.876777,-2.134703,-3.454995,-7.699536,6740.4819,2.167535,2.069032,3.613164,6.176937,-1.800803,-2.809441,-5.972846
G_B09_0277,9,4,100,24173.4258,1.996082,6.098485,9.432177,22.246446,-5.517305,-8.363818,-28.130245,14552.5664,1.527028,4.281857,7.506431,23.712442,-4.224101,-6.902536,-22.399862,5896.6118,2.218704,1.62879,2.713601,6.022322,-1.491098,-2.5738,-8.139316,5941.8331,2.173178,1.644256,2.891596,6.397281,-1.485913,-2.489375,-7.945883,1886.4089,1.662008,0.678456,1.555165,4.873561,-0.555013,-1.199231,-4.927321,1614.1404,1.691025,0.569723,1.472276,3.783376,-0.466322,-1.231591,-5.728985,7567.1601,2.263824,2.419836,4.364739,8.071696,-2.086631,-3.60564,-9.029848,7864.2632,2.264076,2.526414,4.714272,9.465931,-2.175739,-3.860072,-11.515294,23026.4414,2.028204,5.461578,8.04118,19.16044,-4.722088,-7.186321,-24.831312,18198.6133,2.041617,4.066795,5.703077,14.626784,-3.598453,-5.226192,-17.584068,6832.3408,2.236458,1.789952,2.716096,5.733349,-1.623887,-2.354889,-5.81252,5284.9316,2.183641,1.435157,2.288709,4.533576,-1.280713,-1.894296,-4.427828,2025.5015,1.735468,0.719712,1.743888,4.43954,-0.571384,-1.106315,-3.043463,1963.8737,1.708724,0.674799,1.576581,3.664945,-0.54563,-0.970354,-3.127231,8877.2188,2.331854,2.703334,4.707431,8.084448,-2.320687,-3.625154,-7.859656,7415.4253,2.280039,2.302923,4.07959,6.293266,-1.969966,-3.138487,-6.719247
G_B09_0278,9,4,100,25370.457,2.04516,6.42994,9.761884,22.240968,-5.754104,-8.801598,-29.578576,14764.5606,1.535196,4.324086,7.484946,19.81638,-4.323365,-6.815734,-23.388539,6038.5532,2.239025,1.705048,2.950448,6.645092,-1.547471,-2.665427,-8.409805,6146.9224,2.209609,1.720579,3.027889,8.357153,-1.547196,-2.619638,-8.184017,1932.2459,1.678542,0.717644,1.836794,4.679823,-0.572103,-1.230166,-4.754679,1668.8618,1.699118,0.598651,1.462681,3.940274,-0.492736,-1.050731,-4.748996,7825.7408,2.30565,2.519367,4.674982,10.101568,-2.155593,-3.646005,-9.269617,8078.7222,2.299979,2.626915,5.103762,8.662747,-2.253437,-3.82296,-10.932939,24111.5547,2.072393,5.784317,8.231842,18.163544,-4.938532,-7.179081,-24.119895,19001.6503,2.083533,4.263587,6.106935,14.40876,-3.734063,-5.406619,-18.21958,7092.104,2.286296,1.872709,2.898664,5.92646,-1.68566,-2.422768,-5.695851,5460.2691,2.21863,1.493662,2.397329,4.544535,-1.326719,-1.963102,-4.764981,2073.5396,1.751609,0.751205,1.807457,4.177032,-0.591342,-1.104382,-3.368894,2011.1939,1.726218,0.702812,1.591696,3.699832,-0.557346,-0.988621,-2.988786,9106.227,2.372157,2.820377,4.812241,8.249897,-2.409601,-3.735208,-7.997904,7665.2715,2.326231,2.393091,4.355646,6.640364,-2.038374,-3.191575,-6.336769
G_B09_0284,9,4,100,29771.3359,2.215666,7.830118,11.967637,21.868839,-6.522792,-9.333361,-31.296398,17147.4727,1.636801,5.088579,8.619087,21.504909,-4.651931,-7.621826,-25.965529,7205.5214,2.472914,2.0754609999999998,3.457293,6.634515,-1.802674,-2.982362,-9.469481,7219.0743,2.40855,2.07466,3.480097,6.992403,-1.792951,-2.93371,-9.879962,2234.3203,1.782037,0.834933,2.053729,5.5792,-0.650969,-1.308766,-5.442592,1891.5916,1.774677,0.714041,1.827362,5.105139,-0.547471,-1.0794,-4.780061,9125.8842,2.509104,3.055309,5.929701,10.367845,-2.477429,-4.104228,-11.765235,9450.3486,2.507569,3.167765,6.176002,10.513051,-2.598537,-4.420761,-12.152498,28243.875,2.245083,6.990153,10.084593,20.234634,-5.63459,-8.143561,-30.059638,22380.9707,2.263257,5.20702,7.102305,13.81314,-4.248688,-6.123414,-20.712707,8389.2256,2.507265,2.312722,3.535564,5.938775,-1.983517,-2.922133,-6.639415,6474.542,2.443457,1.826312,2.925616,5.441673,-1.536115,-2.303475,-4.898772,2381.335,1.857734,0.88411,2.201182,3.97062,-0.667603,-1.229357,-3.177267,2307.877,1.828577,0.830402,1.964286,3.786037,-0.621608,-1.120314,-3.384987,10752.6016,2.592483,3.436566,5.988221,8.930176,-2.805487,-4.425824,-8.538908,8941.9829,2.525619,2.925273,5.322319,8.435715,-2.347746,-3.674585,-7.039792
G_B09_0286,9,4,100,30636.1562,2.251672,8.060463,12.704856,26.686284,-6.752516,-9.95175,-31.241237,17729.7285,1.659619,5.240919,8.846785,24.754361,-4.758773,-7.207606,-26.094919,7399.4849,2.508552,2.16977,3.755478,7.368897,-1.855756,-3.035648,-10.749001,7452.4512,2.451553,2.179251,3.753329,8.237823,-1.845406,-3.135957,-9.244724,2284.9318,1.794357,0.867178,2.223469,4.748132,-0.664876,-1.313887,-5.08502,1947.5478,1.799655,0.737622,1.796835,4.917145,-0.562704,-1.133634,-4.64553,9355.9487,2.540731,3.179231,5.984175,9.850257,-2.55721,-4.446215,-12.413987,9693.6167,2.536638,3.310628,6.451669,10.72695,-2.636872,-4.52837,-11.802901,29144.0215,2.280829,7.283704,10.62566,23.680304,-5.767167,-8.348134,-29.374135,23255.9609,2.312181,5.445098,7.559877,15.549764,-4.378546,-6.350161,-18.885388,8674.2021,2.545834,2.417527,3.68609,6.299966,-2.038227,-2.913296,-6.499371,6666.2095,2.478408,1.904546,3.094579,5.732731,-1.594439,-2.400724,-5.419869,2446.0227,1.880107,0.927282,2.393244,4.820247,-0.681158,-1.278677,-3.718878,2354.9707,1.841943,0.861861,2.032726,3.868197,-0.640511,-1.135495,-3.36054,11050.0889,2.629254,3.578579,6.335392,9.13335,-2.876463,-4.542623,-9.502588,9168.895,2.551505,3.051003,5.470783,8.777852,-2.42793,-3.846211,-7.779728
G_B09_0289,9,4,100,31894.4727,2.306484,8.431783,13.427046,24.035359,-6.942164,-10.136247,-30.549343,18580.2969,1.695597,5.531493,9.533111,25.942565,-4.926415,-7.661172,-28.699225,7832.6665,2.607271,2.288134,3.876843,7.940932,-1.948808,-3.225628,-9.299924,7789.9467,2.522478,2.274684,3.931388,8.620606,-1.937484,-3.125879,-9.513461,2401.22,1.839821,0.908046,2.391776,5.882503,-0.68137,-1.400897,-6.168081,2049.2527,1.853465,0.766374,1.952727,5.127622,-0.581345,-1.183161,-5.078078,9792.2115,2.613021,3.353277,6.477402,11.674491,-2.667428,-4.3724170000000004,-11.505959,10166.8173,2.620527,3.466266,6.838636,12.052018,-2.781398,-4.70008,-13.56774,30273.5898,2.327411,7.639025,11.035029,22.018584,-5.979429,-8.666845,-30.057403,24161.875,2.359739,5.704903,7.909826,16.286993,-4.538514,-6.363973,-19.725212,9117.187,2.637012,2.549852,3.948373,6.629129,-2.146049,-3.102561,-7.826597,6976.3975,2.554159,2.000608,3.24734,5.545487,-1.658813,-2.461193,-5.483338,2538.6909,1.912839,0.969139,2.424001,4.006211,-0.704412,-1.268605,-3.385785,2463.4602,1.888334,0.906797,2.185644,3.908205,-0.655722,-1.209482,-3.116806,11665.6181,2.730627,3.756925,6.791278,9.897005,-3.010998,-4.719942,-8.80759,9613.207,2.643007,3.212807,5.918343,9.228568,-2.526094,-3.968327,-8.433086
G_B09_0293,9,4,100,33032.3945,2.359407,8.884111,13.595108,29.671762,-7.154187,-10.516088,-31.403581,19575.5723,1.738467,5.848823,9.900511,26.27302,-5.126596,-8.440668,-28.826656,8144.9512,2.674938,2.380068,4.04565,7.573291,-2.033047,-3.321151,-10.549638,8106.855,2.587414,2.39816,4.021655,7.948494,-2.017966,-3.225493,-10.134083,2473.1827,1.864176,0.958577,2.30353,4.643319,-0.709848,-1.411267,-6.065373,2100.1592,1.868501,0.80555,1.992828,4.284835,-0.600957,-1.217538,-4.436947,10232.1845,2.699456,3.50384,6.801061,11.80526,-2.797604,-4.666847,-11.881892,10621.7778,2.70168,3.638413,7.043698,11.36149,-2.911478,-4.949225,-13.389254,31589.0058,2.390414,8.025561,11.587089,23.653195,-6.143248,-8.971163,-29.580328,25032.1562,2.408715,5.998065,8.427242,17.182146,-4.697892,-6.80037,-21.763891,9559.6426,2.719377,2.654693,4.113204,7.418667,-2.25196,-3.25019,-7.632918,7308.5381,2.636359,2.09243,3.374174,6.16145,-1.737079,-2.519772,-5.847633,2626.4744,1.943681,1.004643,2.55585,4.482115,-0.731114,-1.305107,-3.733746,2545.4864,1.915632,0.934213,2.317361,4.18856,-0.67571,-1.199881,-3.415991,12135.5747,2.800712,3.955303,7.059337,9.915983,-3.167733,-4.981098,-9.812522,10055.0332,2.71804,3.368815,6.230686,9.458154,-2.645067,-4.019517,-7.414475
G_B09_0294,9,4,100,33384.0918,2.376589,9.016249,13.740352,25.848909,-7.213289,-10.503135,-34.407586,19833.7539,1.750719,5.925645,10.345771,22.976905,-5.148325,-8.03023,-29.80268,8145.8735,2.672776,2.422471,4.0321109999999996,7.769831,-2.019732,-3.365609,-10.419007,8147.7115,2.599133,2.416405,4.087193,7.993721,-2.002082,-3.227824,-10.2109,2501.6121,1.878485,0.968607,2.408677,5.256846,-0.692331,-1.429242,-4.945925,2111.1008,1.877119,0.817498,2.017101,5.044823,-0.586363,-1.252147,-4.973001,10297.7037,2.713308,3.52744,6.832661,11.037264,-2.757334,-4.621759,-12.697856,10617.0786,2.700927,3.697886,7.066935,12.128309,-2.885792,-4.858134,-13.836791,31746.1758,2.401623,8.072948,11.673011,19.91274,-6.181468,-8.950216,-26.38436,25236.7011,2.419825,6.009905,8.420819,18.587457,-4.725934,-6.826168,-20.981507,9561.0874,2.7255,2.718696,4.141711,6.806999,-2.240163,-3.218531,-6.997791,7309.0591,2.636101,2.129101,3.373152,6.0574,-1.727357,-2.508418,-6.12811,2657.4907,1.963555,1.022811,2.492628,4.946924,-0.721964,-1.270395,-3.660529,2547.8921,1.918429,0.937973,2.268044,4.18074,-0.675247,-1.187796,-3.734673,12144.7002,2.804874,4.017112,7.148511,10.544227,-3.136214,-4.851921,-9.323305,10103.1172,2.730122,3.397697,6.146117,9.078581,-2.627182,-4.099504,-8.735377
G_B09_0295,9,4,100,33469.332,2.383693,9.029256,13.693909,30.372492,-7.259441,-10.966773,-38.831842,19771.9239,1.75144,5.92803,10.057908,25.791969,-5.125596,-7.883283,-26.97108,8238.3999,2.689029,2.44735,4.118962,7.670349,-2.028357,-3.341791,-10.103312,8182.3418,2.603244,2.439312,4.200366,7.577336,-2.022683,-3.267475,-10.719515,2484.322,1.867497,0.97092,2.466295,6.061022,-0.706734,-1.397836,-5.612346,2129.4414,1.887324,0.820619,2.098024,4.485589,-0.59226,-1.187068,-5.214605,10393.4136,2.724558,3.559664,6.974616,11.481066,-2.775601,-4.74411,-12.218838,10710.2862,2.708443,3.717912,7.566242,13.659872,-2.904613,-4.949192,-13.336765,31787.8789,2.402281,8.148482,12.0626,23.829362,-6.207619,-9.172397,-31.356213,25396.3808,2.434671,6.066283,8.540432,17.439439,-4.767151,-6.684083,-22.325131,9669.7124,2.74721,2.735669,4.17296,6.704216,-2.255815,-3.270156,-7.586598,7375.3394,2.64968,2.144148,3.432287,5.600868,-1.731623,-2.57341,-5.879572,2659.4888,1.95838,1.039121,2.626043,4.387035,-0.733948,-1.26245,-3.471217,2571.8853,1.927166,0.959155,2.317533,4.329584,-0.671441,-1.158246,-3.221209,12216.3252,2.813553,4.044996,7.273681,10.558989,-3.168192,-4.957136,-10.089533,10175.5142,2.737897,3.424335,6.237606,9.215261,-2.636959,-4.238373,-8.337283
G_B09_0297,9,4,100,33932.6465,2.403619,9.208706,14.094329,31.130881,-7.314867,-10.373159,-35.923082,20141.6817,1.77106,6.088234,9.895912,23.121543,-5.186714,-8.02954,-28.559887,8368.4888,2.72027,2.485884,4.297665,8.968438,-2.087436,-3.352344,-11.146358,8379.6128,2.645845,2.495542,4.303217,8.637598,-2.05664,-3.367931,-10.875404,2530.2593,1.885619,0.968264,2.405753,5.296833,-0.728697,-1.418677,-5.465001,2167.2542,1.904872,0.823506,2.194332,5.751331,-0.597807,-1.194833,-5.862446,10539.5347,2.74844,3.633753,7.057088,11.490521,-2.838244,-4.787046,-12.697564,10812.5196,2.726055,3.776371,7.456185,12.668263,-2.950802,-5.2465,-15.554636,32310.205,2.430791,8.248644,11.749754,20.95344,-6.262731,-9.140444,-28.994488,25656.9043,2.456047,6.1744,8.600259,17.920772,-4.789525,-6.617419,-20.436193,9830.8662,2.775951,2.792476,4.27318,6.606295,-2.296623,-3.435739,-7.993071,7525.7241,2.687559,2.175554,3.593049,5.967508,-1.770087,-2.630648,-5.964932,2685.8396,1.970848,1.042879,2.661361,4.85543,-0.74806,-1.295965,-3.741094,2588.6626,1.929829,0.963723,2.337954,4.299586,-0.68225,-1.209179,-3.563411,12421.9263,2.845074,4.130371,7.403204,11.373665,-3.240033,-4.963961,-10.379417,10310.8311,2.760023,3.495059,6.365436,9.056756,-2.698152,-4.308193,-8.113994
G_B09_0299,9,4,100,34248.9356,2.422838,9.331931,13.986088,27.357036,-7.370442,-11.022903,-38.845583,21642.3769,1.816835,6.499039,10.933195,28.288762,-5.555677,-8.481692,-31.368767,8446.705,2.731224,2.519835,4.33309,8.58178,-2.101911,-3.487698,-10.018716,8456.0385,2.664974,2.50968,4.342451,8.660133,-2.07582,-3.410377,-10.891147,2559.8211,1.896641,0.995187,2.427533,4.952566,-0.724337,-1.466872,-5.669721,2164.8221,1.902161,0.827953,2.136819,4.010328,-0.604593,-1.236378,-5.28213,10653.729,2.764322,3.686203,7.089373,11.855659,-2.868919,-4.967381,-12.363657,11009.3189,2.761463,3.824409,7.514928,12.267435,-2.972236,-5.208372,-14.068226,32588.9121,2.44689,8.382637,11.98892,21.731292,-6.301956,-8.987674,-30.322742,26082.375,2.484683,6.23711,8.684381,17.340269,-4.818979,-6.732389,-21.086087,9982.6167,2.812738,2.826461,4.271421,6.775692,-2.312406,-3.393528,-8.232063,7618.4722,2.701208,2.205501,3.536289,5.45898,-1.800549,-2.617027,-5.552225,2745.8369,1.999714,1.056555,2.759632,4.911831,-0.748453,-1.304189,-3.518669,2620.7227,1.940716,0.965401,2.340742,4.496438,-0.693969,-1.228024,-3.127226,12646.4844,2.881992,4.189468,7.529015,10.880897,-3.250074,-5.220517,-10.605205,10487.9536,2.788133,3.536411,6.486569,9.041772,-2.724057,-4.308056,-9.318422
G_B09_0300,9,4,100,34555.1523,2.445721,9.349755,14.048969,27.962545,-7.436149,-11.222519,-36.277718,23098.0781,1.848201,7.01809,11.660547,25.108002,-6.008927,-9.220751,-29.43618,8518.3315,2.759905,2.555733,4.325854,8.305456,-2.088008,-3.423081,-9.879284,8492.3589,2.677865,2.554602,4.406508,7.404628,-2.099332,-3.440147,-11.153088,2550.6352,1.890317,0.996974,2.713548,5.002491,-0.72175,-1.467104,-5.269114,2175.5875,1.909681,0.854403,2.007824,4.918337,-0.606223,-1.237064,-6.010285,10801.1153,2.814508,3.72268,7.235686,11.979841,-2.886225,-4.846454,-12.134961,11029.8755,2.772296,3.876147,7.636421,13.271152,-3.004443,-5.026838,-14.717627,32935.4082,2.464063,8.420992,12.155467,24.274375,-6.390221,-9.529998,-28.732947,26295.5899,2.495345,6.281881,8.867493,17.986962,-4.850999,-6.834576,-19.952546,9994.0229,2.814035,2.850272,4.297142,6.999859,-2.322634,-3.370338,-7.662631,7616.9175,2.712709,2.226256,3.599668,6.104876,-1.794977,-2.670737,-6.530481,2740.5828,1.993779,1.073074,2.718437,5.169187,-0.748909,-1.31236,-3.732079,2642.0257,1.954736,0.983427,2.36496,3.980296,-0.694039,-1.193238,-3.369521,12680.2202,2.89534,4.230552,7.598075,10.609977,-3.267896,-4.980967,-9.254788,10519.2407,2.806934,3.581189,6.546162,10.314805,-2.736476,-4.201377,-9.439684
G_B09_0302,9,4,100,34834.1328,2.454315,9.424057,14.266445,30.464182,-7.465264,-11.356716,-35.561873,23177.4628,1.865994,6.655246,10.923941,25.153085,-5.962723,-9.232157,-30.235538,8651.8365,2.79999,2.588547,4.369614,7.991736,-2.124138,-3.350639,-10.978783,8567.4531,2.698766,2.570028,4.380977,9.006407,-2.102126,-3.428599,-10.059698,2611.0276,1.920466,1.020092,2.616328,6.402625,-0.732829,-1.486703,-5.687294,2191.4939,1.927452,0.852493,2.229539,4.945996,-0.604412,-1.232351,-5.047078,10813.789,2.810205,3.795445,7.134544,12.183962,-2.896192,-4.779968,-15.502273,11231.0532,2.811469,3.943117,7.60407,12.506245,-3.00643,-5.22085,-14.486144,33033.2227,2.467962,8.504869,12.272178,23.144643,-6.408325,-9.159937,-30.645454,26337.1309,2.493597,6.340827,8.701345,16.918085,-4.874963,-6.991768,-24.361606,10157.5186,2.853968,2.875995,4.403522,7.089601,-2.357501,-3.450701,-7.906248,7716.5068,2.745483,2.256462,3.664963,6.437062,-1.818494,-2.617856,-6.062054,2779.2243,2.011188,1.078527,2.789608,5.07159,-0.757717,-1.312989,-3.565648,2647.5376,1.956361,1.007738,2.462535,4.84612,-0.70166,-1.207023,-3.281005,12857.3139,2.924417,4.280199,7.694735,11.526743,-3.328111,-5.141091,-11.06162,10637.0606,2.829989,3.625253,6.732362,8.929267,-2.772977,-4.328225,-8.418813
G_B09_0306,9,4,100,35279.666,2.473147,9.590522,14.188459,28.414812,-7.5811210000000004,-11.207716,-34.007995,23359.4687,1.866494,7.0397,11.442111,24.287798,-5.986851,-9.063132,-31.087055,8647.063,2.791539,2.605894,4.44354,8.279303,-2.12833,-3.383397,-10.177691,8683.0229,2.718793,2.624177,4.459806,8.291995,-2.112942,-3.382756,-10.842562,2591.9304,1.912956,1.029282,2.620955,5.052169,-0.723501,-1.505105,-5.732194,2202.1843,1.941174,0.854409,2.162891,5.133449,-0.591281,-1.145382,-4.874253,10933.5405,2.819854,3.829301,7.325475,11.719186,-2.901084,-4.899667,-12.970241,11196.5665,2.796976,3.978626,7.788513,11.957801,-3.023523,-5.215937,-14.481496,33449.0468,2.480429,8.657549,12.412006,23.225966,-6.488481,-9.279417,-30.179802,26773.5801,2.515996,6.459258,8.926248,15.706123,-4.962034,-7.14977,-22.67846,10247.9448,2.87942,2.933249,4.505988,6.904011,-2.370945,-3.357037,-7.600693,7808.0234,2.758903,2.286022,3.693829,5.910576,-1.825506,-2.683466,-5.974716,2760.2922,2.001118,1.103846,2.855167,4.808965,-0.7525,-1.359022,-3.467424,2667.9632,1.964109,1.011116,2.501426,4.49662,-0.68849,-1.177028,-3.196918,12941.6158,2.940848,4.356462,7.746104,11.567785,-3.317358,-5.243263,-10.362646,10718.0732,2.831969,3.667049,6.792549,10.281991,-2.763953,-4.374015,-9.263743
G_B09_0309,9,4,100,35529.0097,2.482513,9.641732,14.666364,30.326803,-7.627547,-11.118289,-34.923907,24419.0234,1.893294,7.389613,12.327828,28.418039,-6.263521,-9.327837,-31.22579,8806.4229,2.818213,2.645376,4.513395,8.500994,-2.175528,-3.448831,-10.439846,8829.8203,2.742123,2.63907,4.590205,8.612896,-2.154875,-3.47594,-9.654163,2648.2365,1.927523,1.046727,2.673793,4.316781,-0.746904,-1.44517,-5.578685,2249.4993,1.94374,0.878567,2.139601,5.002341,-0.628958,-1.271962,-5.212419,11121.2857,2.849563,3.893326,7.444168,12.629446,-2.966597,-4.90236,-13.011837,11472.3672,2.833153,4.042248,8.050739,13.084972,-3.079226,-5.28049,-13.875645,33712.5274,2.495861,8.70436,12.542175,25.412877,-6.51865,-9.511441,-30.634369,26935.0293,2.523202,6.535365,9.185067,19.05751,-4.972744,-7.249628,-21.920416,10427.2876,2.895101,2.980731,4.661405,7.795114,-2.419805,-3.510871,-8.06887,7935.3569,2.785676,2.317381,3.739236,5.635522,-1.857104,-2.659135,-6.011009,2826.3811,2.022728,1.112686,2.890029,4.742009,-0.770644,-1.398999,-3.628428,2711.5481,1.980423,1.02773,2.529466,4.853734,-0.70939,-1.245499,-3.575761,13168.0459,2.954574,4.423364,8.051922,11.323616,-3.395578,-5.418308,-10.340562,10921.038,2.874247,3.743688,6.971551,9.784801,-2.832475,-4.484966,-8.002844
